,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
5490,0671765973,Zolar's Encyclopedia of Ancient and Forbidden Knowledge.,Zolar,1992,41b3f1eeabe0b96e12fd75d19cdcaef8cfbaf760434296758d2708e85a6a1d62
5491,0922729611,"Karma and Reincarnation: Transcending Your Past, Transforming Your Future (Pocket Guides to Practical Spirituality Series)",Elizabeth Clare Prophet,2001,ae0c8380ff39b00f5b603353f45f7e57c13836cc2a9d7b74e2e10b5b6c911764
5492,0767902335,Work as a Spiritual Practice : A Practical Buddhist Approach to Inner Growth and Satisfaction on the Job,LEWIS RICHMOND,2000,a46fc9a40c8e983ead22e50ad7f9fae735606544aa7641cfc44cee5bdb8e1d75
5493,1577311523,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1999,21efcade5e5835c6df8718db97d7d1fcf80a6bcf319b0ea0e948ed0141938659
5494,0425166805,Chariots of the Gods: Unsolved Mysteries of the Past,Erich Von Daniken,1999,a53b1e30cfd6de223a07af75f957162e45d1b79954a45e7ab4715f09737685cb
5495,1567185126,"Energy Focused Meditation: Body, Mind, Spirit",Genevieve Lewis Paulson,2000,e053f66d074a008cc3e96ea6ad3f4489a7e73f7928e720afdbf107ac48b09c71
5496,1874166188,Introducing Buddha (Introducing...(Totem)),Jane Hope,1995,8f943ef0e38c8af8f440b04bc00716e70de9d36cdaf5441244bb49f613e5970b
5497,0875425011,"Charms, Spells, and Formulas",Ray T. Malbrough,1986,e5bd1b9e453237e34d7bd4417246818bb7c538def757d1336e6e4dd89e1b2089
5498,0875426638,The Golden Dawn: A Complete Course in Practical Ceremonial Magic/4 in 1 (Llewellyn's Golden Dawn Series),Israel Regardie,1989,7a8ce868fe13f21cc8fe364aa689ab0b54a82bde1609e505f84887fe73edb0c8
5499,1882723007,Embraced by the Light,Betty J. Eadie,1992,d967da02475a6b0f0bd03808babd90190dcc1f6e7d507b31ad71496757bd6ae3
5500,0764809326,The Search for Happiness: Four Levels of Emotional and Spiritual Growth,Oscar Lukefahr,2002,0ed173c821011786dc54230a7715904f983344b37dc150d36e81554e2cd7814f
5501,1892137038,"The Underworld Initiation: A Journey Towards Psychic Transformation (Celtic Muth &amp; Legend, V. 3)",R. J. Stewart,1998,7584b46820b979f3aef73ece74e088086b09df58072102566b42a9f01b0b6401
5502,0883681056,The Practice of the Presence of God,Brother Lawrence,1982,62a40d2e768a04b669f925a738d1183da07dc77d42dc70bc2591be2f1107e4c0
5503,0874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,03ee9876dba51468fcb9b598f912586403c728b8e5da7a9eff0b4099e2fe5ba4
5504,0875422462,Crystal Healing: The Next Step (Llewellyn's New Age),Phyllis Galde,1988,c240e11d9d5c8de8ca65f2cc108a9e6d0d85e93b037bac20bd908964505c2a87
5505,1869928180,Visual Magick,Jan Fries,1991,e8f26e27e373d184387b9ad8e5c0022e6e678ff4cb37ed8dd209498f84c017c6
5506,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,3b1c2021a1dc6e5b89ec0b79c1b1a92fe129a50453136770ff3635314b729110
5507,034540002X,"Past Lives, Present Dreams: How to Use Reincarnation for Personal Growth",Denise Linn,1997,6ebd45eed94addcc61211eebb94b47d9e92c9234889f8cee5a2f06b3f2f912ea
5508,0399507914,Drawing the Head and Figure,Jack Hamm,1983,ab7a22884a8f5493bfcbd16d241fe339547de44e2f81dbc81ba760412a3f1c11
5509,1570627193,Confessions of a Pagan Nun,KATE HORSLEY,2001,d746f8280a0cb99898f794c3e1b9ce9c336cb36733baa6cbe2ab31d5c50159ea
5510,0439313899,Conversations with God for Teens,Neale Donald Walsch,2002,0eafbdd18a6c4b768af6ae17fe11dc537b5ffb0d51d9a7a0825f6304887e09ff
5511,0609608045,May the Angels Be With You: A Psychic Helps You Find Your Spirit Guides and Your True Purpose,Gary Quinn,2001,54f7b71a90cf8da07c844f14789396b8b1188ad315fce90182bfe1ae5a453744
5512,076071004X,Tarot,Jonathan Dee,1996,21978891637b4870ceff5f9651aec9c0e4e8533786423ee7293ee7942a65683a
5513,1855381125,Witch Alone: Thirteen Moons to Master Natural Magic,Marian Green,1991,14c0226f3cfb6dbbe8a1e3c97a26db8bd8ff78cf9ded422683571c1b6ac41ab4
5514,0875421202,Magical Herbalism: The Secret Craft of the Wise (Llewellyn's Practical Magick Series),Scott Cunningham,1983,6760cead5f532c66bd212168d941f6fa50c567d3696c04353ffdcd63cfc30a89
5515,1566199646,The Runes,Horik Svensson,0,c7e910971b3c56fbf63f79f26ea9441c011ee208a58b1ab7e80b80b7660e55ce
5516,0738700339,Llewellyn's 2002 Magical Almanac,Bernyce Barlow,2001,4aa2a37eba3b88e38f70dc1ba07ae19b760e74a2a5d179eb4d2202e16907803d
5517,0875423248,Modern Magick: Eleven Lessons in the High Magickal Arts (Llewellyn's High Magick),Donald Michael Kraig,1988,c563d9a41bd691e33cc83ea50cb7bed8c6b12456a5c7774031386f0ced19ca5d
5518,073870279X,Astral Projection Plain &amp; Simple: The Out-Of-Body Experience,Osborne Phillips,2003,ceb1e7069bd451d1f585671236157ee2d4854c4dcd0a1ad2056bfdbb3e21c1c0
5519,0425158640,Idoru,William Gibson,1997,196f3da4f3b4d9e4a86097ac44c6f64209cdca5e584ad9b0a47dd1ef4b34dbf1
5520,0553236628,Don't Fall Off the Mountain,Shirley MacLaine,1983,2cc0a97e5b5e89784cc751dcb718f9f680cd6ac4fc8f69678b40ad230b526488
5521,1863739157,1988,Andrew McGahan,1995,13cab4eed330d10054904a7a91f51b0bf5494446fd13bd1bffa91035c4bc38fd
5522,068483183X,TOUCHED WITH FIRE: Manic Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,1996,089b660024c4d4d583ce601ab0b6c270b25cfe01bad8cc3580f5801f1b43908d
5523,0713715162,The I Ching on Love,Guy Damian-Knight,1985,9e7a8365e6912150988cbb1a3a0ede2e7d6cef21b7c76521d8aca48699980860
5524,0671532545,Bedside manners: The troubled history of doctors and patients,Edward Shorter,1985,b84efafd901d6d661926451fe5927222d78b5b66c5c66f8975a0c6b38344d229
5525,0330360434,Three Dollars,Elliot Perlman,0,050511417078ef6f436979f42ad28063737fa9e2723df67aa765f222bbc7bad8
5526,0380723336,Bully : Does Anyone Deserve to Die?,Jim Schutze,1998,b847dc9699b6f8d7131fa088b54a3935a5c917d67f0bc82f803c45ecc83eff73
5527,0006498000,Winston's War,Michael Dobbs,2003,678df222ae002813a3747bbf77989f47fc99a8d10dab928cd9b3d9738ce86273
5528,0553210823,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer,1982,830c5cd6a3a44ca406965911f4eb245bde9c465baa4a76fa232ca3a915c7e955
5529,0395771552,The Clay Marble: And Related Readings (Literature Connections),Minfong Ho,1997,aa5b3690577a63c09e1cf0376fbb98d9009465f4e2e31243cafc5b4b33ca1317
5530,1932560491,Bedtime Stories for Women,Nancy Madore,2003,aaca7c74d37dd65e923d0b3f30eb52dd663f439421c305a931590a4e847020cc
5531,0140304770,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,1971,506bbe1403d9c6e182fd310bb5242b9593d74f51fa5d471bbd5c4e5bdba98d5c
5532,0140444572,The Aeneid (Penguin Classics),Virgil,1991,e3b7a5d30dcfe893ffafd9ef2407468b7e8253cf461bf728db69195ee282e3ba
5533,0140029613,"Good morning, midnight",Jean Rhys,1975,f752c4f9a6c6e31ab238711ca7d7b6d7dd9e0ed3c344bc83c3c59f68befcd657
5534,0553213113,Moby-Dick,HERMAN MELVILLE,1981,784d047da3af3c1ed291ac227b907810b48927c270bc6d29f672d3c9a05947e3
5535,0743489063,The Day After Tomorrow,Whitley Strieber,2004,4ef22ace2af6598546770bfb2d4a9752ca2d3bba68048b78b9ec283a6e8bb307
5536,0440225922,The Poyson Garden: An Elizabethan I Mystery (Elizabeth I Mysteries (Paperback)),Karen Harper,2000,fc65c1e173515ef8743dedb25c8fc70800a5f2ec7c851929a1263d44ac304e41
5537,0099993805,Pelican Brief,John Grisham,0,df78095cfd0dc4483adcdc2abd93ced5034b064cb7524526deac0a7af3ee620e
5538,0914457284,The Nepal Trekker's Handbook,Amy R. Kaplan,1989,440e0173cb6e59e46242d3278b55a8bcad73dc2b52e887a4125d4f6871d80544
5539,073870234X,"Signs, Symbols &amp; Omens: An Illustrated Guide to Magical &amp; Spiritual Symbolism",Raymond Buckland,2003,1d6971552ae90a82d2d17685b42f1e34da4b7c17ec4156b21d80a0decd29feba
5540,0892132922,The Quest for Enlightenment: Articles from Back to Godhead Magazine,A. C. Bhaktivedanta Swami Prabhupada,1997,4e4a4b0a92e0845a46bf718b1aab835a3ae43c82cf5ad092c498d5453a24bd69
5541,0892133260,Dharma: The Way of Transcendence,A. C. Bhaktivedanta Swami Prabhupada,1998,4e4a4b0a92e0845a46bf718b1aab835a3ae43c82cf5ad092c498d5453a24bd69
5542,0060988258,Running In Heels: A Novel,Anna Maxted,2002,bb60e2ad409e027de8db84398964b368e4a8f0378f62198d14f09011b184ff2a
5543,0345406419,Rookery Blues,Jon Hassler,1996,68b55bad9e2602e3bd3c69ecce4031fdb3f47a10fe757f301feab6527a24d7c1
5544,0451184963,Insomnia,Stephen King,1995,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
5545,0440220602,The Chamber,John Grisham,1995,df78095cfd0dc4483adcdc2abd93ced5034b064cb7524526deac0a7af3ee620e
5546,0821766929,When Darkness Falls,Shannon Drake,2000,8b85bdc70e03de7731095bee180c00ab4d94e8a5a6a79f2860ad310acd96d9aa
5547,0671721135,THROUGH THE ICE,Piers Anthony,1992,ec6f042689e6b8bb3a865ce757dc78ffd87defd4b6dd41e43cafc0ecac28a9dd
5548,0786864516,The Hungry Ocean : A Swordboat Captain's Journey,Linda Greenlaw,1999,4e50a8828481b00483b1b9162bf18bad89ea1facbaff2a80870b4e7c424e233d
5549,042513525X,Hideaway,Dean R. Koontz,1992,b9262167491285753f1b60c096e01b0bb9af378e37d1062a22d43013a24b7b3c
5550,0060688246,"Severe Mercy, A",Sheldon Vanauken,1987,6b9cab32e4bc5c8590d239275d4637bc699d9a84c82a004235905c90d0814d9b
5551,0883960044,Step to the music you hear;: Philosophical poems from modern and classical authors,Susan Polis Schutz,1974,dcdf5391f28d356c75ecca66cfafc0ebe0f67b5c30a23d853cb58bde5b99e865
5552,0399149422,The Cat Who Brought Down the House,Lilian Jackson Braun,2003,c3e6b787b6b635de5f01799bfab763a83360f940dd62cb357e5faf8732f19469
5553,0440972329,A Ring of Endless Light (Austin Family),Madeleine L'Engle,1981,c10ccd9d48a0f3fdd2ab61dec6b2e50b41053a091446b5d753be4571edb1c3dd
5554,0451156609,The Tommyknockers,Stephen King,1994,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
5555,0449132471,Scarlet Ruse,John D. MacDonald,1990,2960b5b6bbbc192810d04891923e3867d9eeaa0010d074453006060abaa2d46a
5556,0373111355,"Lifetime And Beyond (Harlequin Presents, 1135)",Alison Fraser,1988,4a90460726a4ecd2f79ab462c7edeb5d8dc10893349bf1d4f2f782059bb4158f
5557,0373114087,"Summer Storm (Harlequin Presents, No 1408)",Robyn Donald,1991,689408a37455c86b3750f5c7ee132e9124f9cd7f8348ddc815514d54368b45cc
5558,0590298364,"Sunny (California Diaries, 2)",Ann M. Martin,1997,02563140dc918c3290f7ec49c3325088d7c376c3b4b8504cdc3259c567d3e8ee
5559,0689107730,"East Wind, Rain",N. Richard Nash,1977,8514a49e1d8511c17f4bdf405edf10e490fe2f953c18458ca74363d296e8d765
5560,0380016699,Your Erroneous Zones,Wayne W. Dyer,1977,1074e0cd8b3f628b3ddadd370aa5de08d54ee1f673fc1ab748932d19cc0b1bbc
5561,088001072X,A Call: The Tale of Two Passions (Neglected books of the twentieth century),Ford Madox Ford,1985,f42dc96815fdc9d6d73e233e58a3e0eefc7fd690858c7ec83da3e51e24b9cd86
5562,0671760327,LOOSE AMONG THE LAMBS,Jay Brandon,1993,c936151f2fa994185a8b76cf68eea737608c62e5517dd712eb07f5526e46b8d4
5563,034530988X,Friday,Robert Heinlein,1988,a5cc68dbf6aeaadd92957902b6f662c2c0a979d979664ffbd1859791039d246a
5564,0380728184,Kokopelli's Flute,Will Hobbs,1997,d7d006e510053bee1a3ff7fd65acb8dc74e6485da44178a028b0d812b12e3986
5565,0140298924,The Uncle's Story,Witi Tame Ihimaera,2000,8b4affbb81f3f7de48e414d03912ed3e8aa0416df063ffe6ac0d836b925cf32b
5566,9722105248,O Evangelho segundo Jesus Cristo: Romance,JosÃ© Saramago,1991,7f200a82a3820521256ddae8ec61560cf62c2fd089b1fe1d3b2986b8ad8bb2d3
5567,2020239302,Le Vieux Qui Lisait Les Romans Damour,Luis Sepulveda,0,1e101fd4a58c07d584cb178c7a99419b1f6d5a19eb3e29380f38b7d6530b2de1
5568,2742743693,Le Livre des illusions,Paul Auster,2003,c323220e9a0cd412da72a12aba962bc30c0fd791c142c3c976e98ad1eb4ac92f
5569,0769613292,Kryptonite Chaos (Superman (Landoll)),Landoll,1999,98344cbafa3c55fe0416dbfa56b79c823a42ba74133e4413375b436295046e84
5570,8432055913,No Digas Que Fue UN Sueno: Marco Antonio Y Cleopatra/Don't Tell It Was a Dream (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Terenci Moix,1986,570ecc2f49a4bd4deecfe4732b9ecb92b8f08b4f2120c71d7e547945ef963104
5571,0671628828,NEW JEWISH WEDDING,Anita Diamant,1986,e86858950fb655a07af2e8d18acb9a577ab7d3f58de109f48cb41f9bd97f84bd
5572,0380716259,Making Choices,Alexandra Stoddard,1995,3b6c0484f536fc880695010a55b8c00a98ca378cd4d7a01f4d6337bb1b6bf46d
5573,0806509023,Existentialism and Human Emotions (A Philosophical Library Book),Jean-Paul Sartre,1984,3a648703aa9b3228113f3ffecd541fd50f6a348aa818d977b7bf5a3beb065d11
5574,0767901649,"The Art of Everyday Ecstasy: The Seven Tantric Keys for Bringing Passion, Spirit and Joy into Every Part of Your Life",Margo Anand,1998,0c707cd367db2fa160ac5c72a6daa4c5171c316372b98d9a77aecc557b3f3b50
5575,0439173035,The Flintstones in Viva Rock Las Vegas: A Junior Novelization,Ellen Miles,2000,04fead225ff720f257af9f15b0753d65b8182801cc7524057ff8b9264a1c8b58
5576,0590187554,"Cub in the Cupboard (Animal Ark Series, No 8)",Ben M. Baglio,1999,3e70f5d03963f88bf141bf29c7edc411aed9d7ef6e160aba5c6c31ba42bbf8e1
5577,060980748X,A Trip to the Beach: Living on Island Time in the Caribbean,Melinda Blanchard,2001,879d383911211da528e54471b916d6fc3844a41396b44a0a4a5c044dcf3822a3
5578,0393049515,The Dream of Reason: A History of Philosophy from the Greeks to the Renaissance,Anthony Gottlieb,2001,ab77803f1deeb83bb8f2a4478b9db477d1e93822b6a1613a689feb78e28c023e
5579,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,dd9b5e2bdd764880c30548da21998abd642b431879d7dde5dabd022058216835
5580,0007106130,To Hell in a Handcart,Richard Littlejohn,2001,fcba55f9eec75d01e52e1a0bbdeeab9b3782ed899357a698bf6b7076e4b6e916
5581,1572241314,The Gay and Lesbian Self-Esteem Book: A Guide to Loving Ourselves,Kimeron N. Hardin,1999,7f0c656d46769d266c482cc7f9fa1daa5d243ba6fc30100c2146f6992efcdfb3
5582,2268013987,L'Ã¢ge du Christ,Marc-Edouard Nabe,1992,4119eff1628027a3ca3d3fe4c3f59f94bf36329965ee6dd53c7397cbd533c14b
5583,0451202783,The Ultimate Havana,John Lantigua,2001,bf5d8a983dff90e2108ac66030c69b14ebb893485992f1ef5b35d337333de9ef
5584,0486277909,Self-Reliance and Other Essays (Dover Thrift Editions),Ralph Waldo Emerson,1993,cc36d35f2aea1ef29885e7914e61d44e37660eef9f58f546e09e72ff6865fd2d
5585,0394578198,Polar Star,Martin Cruz Smith,1989,59a37d98fed98aba3b4b68ec5b3b642e6d331c0ad6c79239268e379f89ca92ee
5586,0262192624,Portraits in Silicon,Robert Slater,1987,f452c5cdc0aae638010b36468572b865d0d5a7b9de3a64aeea49a21c12519cdc
5587,0399135413,Brokenclaw,John E. Gardner,1990,87dd621cf06d6ff3911c3e23cd3a031ef922558120f96a05c5c889d3633cefee
5588,2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,7548911584cb650868b4567ceb5d05cc931ae6812dd80841fec44e1b56fe343c
5589,0553278118,Doctors,Erich Segal,1989,7387911fd9cd8065bbfabaf81280660aa7b550f5e3447ff5308daf451afe2bd2
5590,0310478014,Love Is the Key,Irene B. Brand,1988,788347a0771a8ba2467604ee440db7172e33f96c5a1a932174d57abc298ec616
5591,0590477412,"Deep Trouble (Goosebumps, No 19)",R. L. Stine,1996,01bbafdcdbbe9945e4bed1de6429b22d2ee6173dcdb5852b830bd21c06a61da5
5592,0671868314,The Betrayal (The Fear Street Saga 1),R.L. Stine,1993,3c0ade5d2d50b85c23624213d1a73570bedae643f4833af7eaf8bfc739d38b55
5593,0425170349,Rainbow Six,Tom Clancy,2004,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
5594,0425068064,Three Blind Mice and Other Stories,Agatha Christie,1997,0b3c81a411e5f7e3141db1a3e947c14e0fd32f707f886e5d7f5553f6af10b0b5
5595,0312975120,The Unexpected Guest: A Mystery,Agatha Christie,2000,0b3c81a411e5f7e3141db1a3e947c14e0fd32f707f886e5d7f5553f6af10b0b5
5596,0590433865,"Good-Bye Stacey, Good-Bye (Baby-Sitters Club (Paperback))",Ann M. Martin,1993,02563140dc918c3290f7ec49c3325088d7c376c3b4b8504cdc3259c567d3e8ee
5597,0486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),"Arthur Conan, Sir Doyle",1992,4972cefccd161da87958f6e90a714fe05c866f8ad084183669120a58ea0a0211
5598,0590433857,"Hello, Mallory",Ann M. Martin,1988,02563140dc918c3290f7ec49c3325088d7c376c3b4b8504cdc3259c567d3e8ee
5599,0486296342,Little Women (Children's Thrift Classics),Louisa May Alcott,1997,51c3dde7849528b1162508c9b0e80671d9e67a33b529907db50c22f5eb91640a
5600,0380709538,Runaway Ralph (Cleary Reissue),Beverly Cleary,1991,c10a85ce447c82b73f6ea95fda5377c23382a0bb5c47225700921406716994a5
5601,0743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,7d2f9e834eff0b12599056cf8b9381eadf46fc3fcd8b1541068b2e940d873714
5602,0451188497,Flawless,Adam Barrow,1996,df17a30e7679c23b631ba27c2745b32f0f316297d72acc498488538068bdb92b
5603,0671656589,HEAVEN,V. C. Andrews,1987,e38bc533d55c7b2abd7a1a18e96f3e051a8c9015aa27fd40c3a663dc5857bbde
5604,0671695169,Midnight Whispers (Cutler),V.C. Andrews,1992,2763af15c0025d8fb6fad21ba8fff93696fc026b63b6b9cac302c25bab6e0fa1
5605,0671695142,Twilight's Child (Cutler),V.C. Andrews,1992,2763af15c0025d8fb6fad21ba8fff93696fc026b63b6b9cac302c25bab6e0fa1
5606,0671729462,My Sweet Audrina,V.C. Andrews,1990,2763af15c0025d8fb6fad21ba8fff93696fc026b63b6b9cac302c25bab6e0fa1
5607,0446608955,A Walk to Remember,Nicholas Sparks,2000,c67ab2f5acc2a607c82c06e64aededae955de445c27e918f3d22d853bcf195c6
5608,0312287860,Madonna,Andrew Morton,2001,e37c4c314808dbbede06a1f0c2be187d8145a298e741e7e3b69a47519ac68994
5609,0809293242,Brit Cult : An A-Z of British Pop Culture,Andrew Calcutt,2001,e378dd3aea5d6104da14444f36dee16bca6a854d9cd8d616c89e7952d0723b7e
5610,0679417397,1984 (Everyman's Library),GEORGE ORWELL,1992,0aaf5e54e2ba92dfeb089decf6226a134cd991e74f4a628f56deaef80043b45e
5611,0679779159,How Proust Can Change Your Life: Not a Novel,Alain De Botton,1998,73b4111eebe09c1b1adae4167823c1dc64f6d4d04558e3fe52a0fc546329d3f5
5612,1550546007,Why I Hate Canadians,Will Ferguson,1999,e97ecf5ab09ddb193faee7e67963fce706dd2780abba270945afdb426b8d9528
5613,0440204194,Firefly Summer,Maeve Binchy,1989,6c3b1676833e51d1ab564bea20d0b7f0778ba3dc7debc0423f3c2e02c79b6d60
5614,8439708653,Doble Juego,Ken Follett,2002,b33177ed2079bd563c173450f014394467585c971dcb0c02bdec2cd904418370
5615,0451408721,Deadly Exposure,Leonard Goldberg,2000,9df3dd410a7fa5135f7eaff1489da7f490e0d825c94c0533f1983818067bcd8c
5616,0064472574,Breathing Underwater,Alex Flinn,2002,36cacffff0fe118a914138117fcfb0c22bd91708f0595ef17e9e35a276c67dd0
5617,8807701189,Garzanti - Gli Elefanti: Il Capitano E' Fuori a Pranzo,Bukowski,0,4af890032052f7114e356dd9a68b87b78c14fcb44f922d3d35c3657c3337dd8d
5618,0884042693,Dianetics: The Modern Science of Mental Health: A Handbook of Dianetics Procedure,L. Ron Hubbard,1986,b79578ec5912909735473fddb06dd6b7d01d6aca3b8109536e926193505b800f
5619,8804375914,Il sentiero dei nidi di ragno (Oscar Mondadori),Italo Calvino,1995,47d2452beea7e1e17d3a1e72c091d22ef7a2a0977fa32a9e9b95ce528676e543
5620,0141439696,Complete Short Fiction (Penguin Classics),Oscar Wilde,2003,b57eddaee19d50dff58bcfd204f71a25fb784add02ccb6dd67f6f09d412646c5
5621,0764548573,Zope Bible,Michael Bernstein,2002,94ebc41497f30dccaae53b9f7af5eb19e7428001b42b33ff63c3ea94f74a4994
5622,0449203662,Wanderings: Chaim Potok's History of the Jews,Chaim Potok,1980,7a7864b8484caf4b5e5c2e340269f3adf1ae80beb3d574a7bf6e614c0825079d
5623,0586087060,Danziger's Travels: Beyond Forbidden Frontiers,Nick Danziger,1993,f38015cc3fe6c67ac92c09bcd75c584ebe4a94bab3a5ada6a94e157381fe51eb
5624,0449221032,Elephant Song,WILBUR SMITH,1995,85ae8124ecb64dd6084d58b3cd63660112b23a77efd4a641907f6bcd0d08c9a7
5625,0449218473,Journey,James A. Michener,1994,18e639a403fb2c21ba78058762968a8d4f77589aeba8d00538ec92c3fcd08367
5626,0060926015,Mary Kay : The Story of America's Most Dynamic Businesswoman,Mary Kay Ash,1994,84c10ec036f39359f1ba6475e26783b3a50db4e8ee7f17987dc5a53b4bebce68
5627,0385018061,"The Mother's Almanac, Revised",Marguerite Kelly,1975,3875d117abf1ab467bec9aad7c4f83ddc465d837ca98462960a5d98bea962cc2
5628,0028600819,The Weight Watchers Complete Exercise Book,Judith Zimmer,1995,9d52703293321ebcfa3dd3d15c16fc67d053d71c6489e737772f746cd63367fe
5629,0140248307,The Cunning Man: A Novel,Robertson Davies,1996,316f7115481b8416957714b837886d48ed8b756148265b136f52d6fe41346d17
5630,8433920863,Relatos de Los Inesperado,Roald Dahl,1995,b12a5e4733eabeab8208c7b2ca337e60ddf7a9dd35bc95efe78ac1abd0248754
5631,0425065952,Forgeotten Beasts Eld,Patricia A. McPhillip,1984,7d7f913715909826ed73b4fc0ca66ec8df8fda1a2f511353aa17440207186ed2
5632,0070064261,Absent without leave: Two novellas,Heinrich BÃ¶ll,1975,e4416bfb8f10e9c7448d14d0d4084989f74b962be04e6252c65238eeed88e9ff
5633,8807813483,In alto a sinistra (Universale economica Feltrinelli),Erri De Luca,1995,92ba5a22903ec783f252bafe95c18d83b11c6925cdcc88a796ee481f8b800791
5634,8806161741,Opera Sull'acqua E Altre Poesie,Erri de Luca,2002,44c5e19421f7d43af9b5f6decb2e7043bd04b6814a4d3883ebeabc3f6deffcbe
5635,8807816814,Tre Cavalli,Erri De Luca,2002,92ba5a22903ec783f252bafe95c18d83b11c6925cdcc88a796ee481f8b800791
5636,3404149114,Das Zweite GedÃ?Â¤chtnis.,Ken Follett,2003,b33177ed2079bd563c173450f014394467585c971dcb0c02bdec2cd904418370
5637,9504001068,Alicia a Traves del Espejo,Lewis Carroll,1993,49b7d89861ec04c116c27d36b138ceb4114ab6d112d2f4af9ccc91e7ba8f4ea5
5638,8401376513,Garzon: El Hombre Que Vela Amanecer/the Man That Sees Dawn,Pilar Urbano,2001,7864e2c83520deb764afed114edb5fb5651485a6eee60719d238cf2d3531beb2
5639,1864501235,"Lonely Planet Madrid (Madrid, 1st ed)",Damien Simonis,2000,f45329fcfa0aad937c780583ee70f110d88571156d9571bbd4081cd27f8dd4a3
5640,0864426224,"Lonely Planet Paris (Paris, 2nd Ed)",Daniel Robinson,1998,a77090b5f8acf4ff52a39d7d4528973890891c7bc4eba04c9779e2d31be8fe7a
5641,2277229938,Les Nuits Fauves/Savage Nights,Collard,1994,5c03ec7b628b1187b64b14e961dfe8f6b5aec9fb6e6a4bee7837f9d84723d001
